user_id,apk,start_time,fg_time_ms,last_used
16372,com.kiloo.subwaysurf,2020-06-02T15:24:24Z,86399999,2020-06-03T15:24:24Z
16372,com.kiloo.subwaysurf,2020-06-03T15:24:36Z,86399999,2020-06-04T15:24:36Z
16372,com.kiloo.subwaysurf,2020-06-04T15:24:46Z,84295833,2020-06-05T15:24:46Z
16372,com.kiloo.subwaysurf,2020-06-05T15:25:57Z,86399999,2020-06-06T15:25:57Z
16372,com.kiloo.subwaysurf,2020-06-06T15:26:02Z,86399999,2020-06-07T15:26:02Z
16372,com.kiloo.subwaysurf,2020-06-06T15:25:51Z,86399999,2020-06-07T15:25:51Z
17392,com.snapchat.android,2020-05-31T11:48:45Z,15930048,2020-05-31T22:02:35Z
17392,com.snapchat.android,2020-05-31T11:48:45Z,16001656,2020-05-31T22:06:53Z
17392,com.snapchat.android,2020-05-31T11:48:45Z,16067757,2020-05-31T22:10:03Z
17392,com.snapchat.android,2020-05-31T11:48:45Z,16136853,2020-05-31T22:17:09Z
17392,com.snapchat.android,2020-05-31T11:48:45Z,16272554,2020-05-31T22:20:15Z
17392,com.snapchat.android,2020-05-31T11:48:45Z,16343291,2020-05-31T22:27:39Z
17392,com.snapchat.android,2020-05-31T11:48:45Z,16445557,2020-05-31T22:32:38Z
17392,com.snapchat.android,2020-05-31T11:48:45Z,16571041,2020-05-31T22:36:50Z
17392,com.snapchat.android,2020-05-31T11:48:45Z,16689145,2020-05-31T22:42:38Z
17392,com.snapchat.android,2020-05-31T11:48:45Z,16823418,2020-05-31T22:47:16Z
17392,com.snapchat.android,2020-05-31T11:48:45Z,16875228,2020-05-31T22:50:49Z
17392,com.snapchat.android,2020-05-31T11:48:45Z,16936544,2020-05-31T23:02:37Z
17392,com.snapchat.android,2020-05-31T11:48:45Z,17005101,2020-05-31T23:07:37Z
17392,com.snapchat.android,2020-05-31T11:48:45Z,17215755,2020-05-31T23:12:39Z
17392,com.snapchat.android,2020-05-31T11:48:45Z,17256291,2020-05-31T23:16:02Z
17392,com.snapchat.android,2020-05-31T11:48:45Z,17342535,2020-06-01T05:07:12Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,17342535,2020-06-01T05:07:08Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,17342535,2020-06-01T05:36:57Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,17633265,2020-06-01T05:41:48Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,17680876,2020-06-01T05:47:25Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,17867531,2020-06-01T05:52:24Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,17976724,2020-06-01T05:56:52Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,17981375,2020-06-01T05:58:15Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,18008841,2020-06-01T06:15:56Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,18015525,2020-06-01T06:23:40Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,18050763,2020-06-01T07:17:37Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,18072965,2020-06-01T07:17:59Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,18089181,2020-06-01T07:39:59Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,18127958,2020-06-01T07:47:02Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,18188654,2020-06-01T07:57:53Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,18245351,2020-06-01T08:02:00Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,18272191,2020-06-01T08:07:49Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,18518546,2020-06-01T08:12:17Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,18518546,2020-06-01T08:13:08Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,19073265,2020-06-01T08:22:22Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,19207197,2020-06-01T08:26:17Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,19210604,2020-06-01T08:28:36Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,19266960,2020-06-01T08:54:10Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,19378219,2020-06-01T09:01:37Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,19452266,2020-06-01T09:07:18Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,19478234,2020-06-01T09:16:11Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,19515716,2020-06-01T09:25:42Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,19515716,2020-06-01T09:36:03Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,19654180,2020-06-01T09:40:50Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,19982183,2020-06-01T09:47:50Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,20035090,2020-06-01T09:52:32Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,20092071,2020-06-01T09:57:33Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,20145757,2020-06-01T10:00:51Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,20355765,2020-06-01T10:05:21Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,20627724,2020-06-01T10:10:40Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,20643329,2020-06-01T10:13:42Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,20702171,2020-06-01T10:27:51Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,20759639,2020-06-01T10:29:31Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,20822043,2020-06-01T10:36:03Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,20845883,2020-06-01T10:42:36Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,21063041,2020-06-01T10:47:36Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,21111280,2020-06-01T10:52:42Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,21113712,2020-06-01T10:57:22Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,21131631,2020-06-01T11:01:00Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,21144368,2020-06-01T11:07:27Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,21287356,2020-06-01T11:12:48Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,21457329,2020-06-01T11:17:40Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,21510894,2020-06-01T11:19:34Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,21945491,2020-06-01T11:27:06Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,21945491,2020-06-01T11:32:51Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,21992331,2020-06-01T11:33:37Z
17392,com.snapchat.android,2020-05-31T11:48:42Z,21998219,2020-06-01T11:40:37Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,14446985,2020-06-01T19:15:14Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,14526058,2020-06-01T19:19:19Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,14810424,2020-06-01T19:24:53Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,15010007,2020-06-01T19:29:51Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,15829467,2020-06-01T19:43:39Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,16078968,2020-06-01T19:47:51Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,16429986,2020-06-01T19:53:54Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,17043209,2020-06-01T20:05:17Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,17087202,2020-06-01T20:06:39Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,18047981,2020-06-01T20:24:08Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,18383655,2020-06-01T20:29:45Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,18449157,2020-06-01T20:33:26Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,18710218,2020-06-01T20:39:09Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,19342413,2020-06-01T20:49:48Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,19459603,2020-06-01T20:53:12Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,19787728,2020-06-01T20:58:56Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,20042674,2020-06-01T21:04:40Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,20117965,2020-06-01T21:06:49Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,20465911,2020-06-01T21:12:49Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,21503843,2020-06-01T21:30:11Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,22177856,2020-06-01T21:42:38Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,22434885,2020-06-01T21:46:55Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,23798743,2020-06-01T22:10:18Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,23896025,2020-06-01T22:12:07Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,23896025,2020-06-01T22:19:26Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,24210030,2020-06-01T22:24:45Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,24304388,2020-06-01T22:30:17Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,24309737,2020-06-01T22:32:57Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,24576858,2020-06-01T22:38:30Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,24611546,2020-06-02T02:33:45Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,24660858,2020-06-02T06:50:06Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,24728131,2020-06-02T06:55:06Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,24742786,2020-06-02T07:05:12Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,24753443,2020-06-02T07:09:27Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,24764568,2020-06-02T07:19:28Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,24777474,2020-06-02T07:34:35Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,25306775,2020-06-02T07:45:23Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,25524263,2020-06-02T07:50:22Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,25593149,2020-06-02T07:55:01Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,25596002,2020-06-02T07:58:19Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,25732371,2020-06-02T08:05:16Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,25968634,2020-06-02T08:09:31Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,26154746,2020-06-02T08:15:15Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,26335208,2020-06-02T08:20:14Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,26539546,2020-06-02T08:24:44Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,26632192,2020-06-02T08:29:42Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,26700172,2020-06-02T08:32:27Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,27104718,2020-06-02T08:39:56Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,27245065,2020-06-02T08:45:17Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,27349818,2020-06-02T08:47:50Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,27574640,2020-06-02T08:52:17Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,27911957,2020-06-02T08:59:17Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,28112407,2020-06-02T09:02:47Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,28398036,2020-06-02T09:07:33Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,28593297,2020-06-02T09:14:41Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,28630882,2020-06-02T09:17:37Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,28961193,2020-06-02T09:23:57Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,29292479,2020-06-02T09:29:56Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,29389941,2020-06-02T09:34:34Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,29446576,2020-06-02T09:36:57Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,29948678,2020-06-02T09:45:19Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,30178811,2020-06-02T09:49:57Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,30472913,2020-06-02T09:55:23Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,30652829,2020-06-02T09:59:30Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,30805998,2020-06-02T10:03:57Z
17392,com.snapchat.android,2020-06-01T11:49:09Z,31189578,2020-06-02T10:10:21Z
17392,com.snapchat.android,2020-06-01T11:49:07Z,31333738,2020-06-02T10:12:59Z
17392,com.snapchat.android,2020-06-01T11:49:07Z,31406716,2020-06-02T10:25:16Z
17392,com.snapchat.android,2020-06-01T11:49:07Z,31439743,2020-06-02T10:28:02Z
17392,com.snapchat.android,2020-06-01T11:49:07Z,31734997,2020-06-02T10:34:43Z
17392,com.snapchat.android,2020-06-01T11:49:07Z,32026643,2020-06-02T10:39:58Z
17392,com.snapchat.android,2020-06-01T11:49:07Z,32026643,2020-06-02T10:41:37Z
17392,com.snapchat.android,2020-06-01T11:49:07Z,32406041,2020-06-02T10:49:58Z
17392,com.snapchat.android,2020-06-01T11:49:07Z,32491297,2020-06-02T10:52:54Z
17392,com.snapchat.android,2020-06-01T11:49:07Z,32670021,2020-06-02T10:56:36Z
17392,com.snapchat.android,2020-06-01T11:49:07Z,32814521,2020-06-02T11:04:50Z
17392,com.snapchat.android,2020-06-01T11:49:07Z,32814521,2020-06-02T11:06:37Z
17392,com.snapchat.android,2020-06-01T11:49:07Z,33193371,2020-06-02T11:12:56Z
17392,com.snapchat.android,2020-06-01T11:49:07Z,33442296,2020-06-02T11:18:31Z
17392,com.snapchat.android,2020-06-01T11:49:07Z,33664118,2020-06-02T11:23:26Z
17392,com.snapchat.android,2020-06-01T11:49:07Z,33690195,2020-06-02T11:27:05Z
17392,com.snapchat.android,2020-06-01T11:49:07Z,33716477,2020-06-02T11:33:52Z
17392,com.snapchat.android,2020-06-01T11:49:07Z,33911501,2020-06-02T11:39:34Z
17392,com.snapchat.android,2020-06-01T11:49:07Z,34182717,2020-06-02T11:44:05Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,14584829,2020-06-03T07:05:14Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,14797989,2020-06-03T07:10:17Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,15045077,2020-06-03T07:15:11Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,15279741,2020-06-03T07:20:12Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,15406647,2020-06-03T07:24:48Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,15582397,2020-06-03T07:29:35Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,15849509,2020-06-03T07:35:09Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,16004975,2020-06-03T07:40:05Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,16059397,2020-06-03T07:45:15Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,16147136,2020-06-03T07:50:12Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,16321187,2020-06-03T07:54:38Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,16553927,2020-06-03T08:00:13Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,16612909,2020-06-03T08:05:12Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,16878226,2020-06-03T08:09:44Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,16911671,2020-06-03T08:11:10Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,17382813,2020-06-03T08:20:15Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,17600559,2020-06-03T08:24:48Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,17878372,2020-06-03T08:29:48Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,18100242,2020-06-03T08:34:19Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,18422594,2020-06-03T08:39:42Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,18523657,2020-06-03T08:44:47Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,18647979,2020-06-03T08:50:02Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,18880902,2020-06-03T08:54:51Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,19463913,2020-06-03T09:05:09Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,19885597,2020-06-03T09:12:49Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,20145794,2020-06-03T09:17:23Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,20753732,2020-06-03T09:28:06Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,20955234,2020-06-03T09:31:28Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,21401129,2020-06-03T09:39:00Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,21553223,2020-06-03T09:45:04Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,21657515,2020-06-03T09:50:17Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,21853339,2020-06-03T09:54:33Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,22010106,2020-06-03T10:00:02Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,22209351,2020-06-03T10:04:16Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,22217235,2020-06-03T10:05:58Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,22260680,2020-06-03T10:12:43Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,22308126,2020-06-03T10:19:33Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,22322120,2020-06-03T10:22:15Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,22384215,2020-06-03T10:30:03Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,22535376,2020-06-03T10:34:50Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,22660318,2020-06-03T10:40:06Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,22777842,2020-06-03T10:45:01Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,22880788,2020-06-03T10:47:50Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,22907265,2020-06-03T10:55:13Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,22994322,2020-06-03T10:59:33Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,23049232,2020-06-03T11:04:47Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,23171859,2020-06-03T11:09:32Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,23313849,2020-06-03T11:14:04Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,23348236,2020-06-03T11:18:23Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,23372341,2020-06-03T11:28:52Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,23382709,2020-06-03T11:34:03Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,23406919,2020-06-03T11:39:39Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,23539867,2020-06-03T11:44:18Z
17392,com.snapchat.android,2020-06-02T11:49:25Z,23771150,2020-06-03T11:49:25Z
17392,com.snapchat.android,2020-06-03T11:49:27Z,14481991,2020-06-04T09:09:26Z
17392,com.snapchat.android,2020-06-03T11:49:27Z,14526683,2020-06-04T09:15:14Z
17392,com.snapchat.android,2020-06-03T11:49:27Z,14596885,2020-06-04T09:20:11Z
17392,com.snapchat.android,2020-06-03T11:49:27Z,14706156,2020-06-04T09:23:03Z
17392,com.snapchat.android,2020-06-03T11:49:27Z,14706156,2020-06-04T09:34:12Z
17392,com.snapchat.android,2020-06-03T11:49:27Z,14851972,2020-06-04T09:38:25Z
17392,com.snapchat.android,2020-06-03T11:49:27Z,14918920,2020-06-04T09:44:35Z
17392,com.snapchat.android,2020-06-03T11:49:27Z,14961355,2020-06-04T09:55:03Z
17392,com.snapchat.android,2020-06-03T11:49:27Z,15191776,2020-06-04T09:59:36Z
17392,com.snapchat.android,2020-06-03T11:49:27Z,15400661,2020-06-04T10:04:25Z
17392,com.snapchat.android,2020-06-03T11:49:27Z,15536351,2020-06-04T10:09:22Z
17392,com.snapchat.android,2020-06-03T11:49:27Z,15661816,2020-06-04T10:11:36Z
17392,com.snapchat.android,2020-06-03T11:49:27Z,16116027,2020-06-04T10:19:49Z
17392,com.snapchat.android,2020-06-03T11:49:27Z,16190750,2020-06-04T10:24:12Z
17392,com.snapchat.android,2020-06-03T11:49:27Z,16475144,2020-06-04T10:29:42Z
17392,com.snapchat.android,2020-06-03T11:49:27Z,16721055,2020-06-04T10:34:26Z
17392,com.snapchat.android,2020-06-03T11:49:27Z,16955050,2020-06-04T10:39:22Z
17392,com.snapchat.android,2020-06-03T11:49:27Z,17155472,2020-06-04T10:44:34Z
17392,com.snapchat.android,2020-06-03T11:49:27Z,17642222,2020-06-04T10:55:03Z
17392,com.snapchat.android,2020-06-03T11:49:27Z,17677532,2020-06-04T10:59:48Z
17392,com.snapchat.android,2020-06-03T11:49:27Z,17742358,2020-06-04T11:03:56Z
17392,com.snapchat.android,2020-06-03T11:49:27Z,18027671,2020-06-04T11:08:42Z
17392,com.snapchat.android,2020-06-03T11:49:24Z,18446572,2020-06-04T11:18:25Z
17392,com.snapchat.android,2020-06-03T11:49:24Z,18468142,2020-06-04T11:22:40Z
17392,com.snapchat.android,2020-06-03T11:49:24Z,18575195,2020-06-04T11:29:47Z
17392,com.snapchat.android,2020-06-03T11:49:24Z,18587618,2020-06-04T11:32:26Z
17392,com.snapchat.android,2020-06-03T11:49:24Z,18711649,2020-06-04T11:48:49Z
17392,com.snapchat.android,2020-06-07T11:52:35Z,14928753,2020-06-07T22:53:01Z
17392,com.snapchat.android,2020-06-07T11:52:35Z,16129399,2020-06-07T23:13:02Z
17392,com.snapchat.android,2020-06-07T11:52:35Z,16350082,2020-06-07T23:18:27Z
17392,com.snapchat.android,2020-06-07T11:52:35Z,16590918,2020-06-07T23:24:39Z
17392,com.snapchat.android,2020-06-07T11:52:32Z,16851218,2020-06-07T23:30:50Z
17392,com.snapchat.android,2020-06-07T11:52:32Z,16992249,2020-06-07T23:33:14Z
17392,com.snapchat.android,2020-06-07T11:52:32Z,17023382,2020-06-07T23:39:10Z
17392,com.snapchat.android,2020-06-07T11:52:32Z,17091075,2020-06-08T06:04:08Z
17392,com.snapchat.android,2020-06-07T11:52:32Z,17151751,2020-06-08T06:22:46Z
17392,com.snapchat.android,2020-06-07T11:52:32Z,17201209,2020-06-08T06:29:40Z
17392,com.snapchat.android,2020-06-07T11:52:32Z,17215215,2020-06-08T06:44:57Z
17392,com.snapchat.android,2020-06-07T11:52:32Z,17240957,2020-06-08T06:51:31Z
17392,com.snapchat.android,2020-06-07T11:52:32Z,17251121,2020-06-08T07:06:39Z
17392,com.snapchat.android,2020-06-07T11:52:32Z,17305053,2020-06-08T07:16:41Z
17392,com.snapchat.android,2020-06-07T11:52:32Z,17319316,2020-06-08T07:30:13Z
17392,com.snapchat.android,2020-06-07T11:52:32Z,17359631,2020-06-08T07:35:47Z
17392,com.snapchat.android,2020-06-07T11:52:32Z,17425831,2020-06-08T07:41:54Z
17392,com.snapchat.android,2020-06-07T11:52:32Z,17471995,2020-06-08T07:45:55Z
17392,com.snapchat.android,2020-06-07T11:52:32Z,17560613,2020-06-08T08:01:51Z
17392,com.snapchat.android,2020-06-07T11:52:32Z,17648680,2020-06-08T08:06:44Z
17392,com.snapchat.android,2020-06-07T11:52:32Z,17712795,2020-06-08T08:11:06Z
17392,com.snapchat.android,2020-06-07T11:52:32Z,17975138,2020-06-08T08:16:12Z
17392,com.snapchat.android,2020-06-07T11:52:32Z,18150325,2020-06-08T08:19:39Z
17392,com.snapchat.android,2020-06-07T11:52:32Z,18381368,2020-06-08T08:24:25Z
17392,com.snapchat.android,2020-06-07T11:52:32Z,18420283,2020-06-08T08:31:42Z
17392,com.snapchat.android,2020-06-07T11:52:32Z,18461700,2020-06-08T08:33:51Z
17392,com.snapchat.android,2020-06-07T11:52:32Z,18588844,2020-06-08T08:45:00Z
17392,com.snapchat.android,2020-06-07T11:52:32Z,18841943,2020-06-08T08:52:02Z
17392,com.snapchat.android,2020-06-07T11:52:32Z,18897380,2020-06-08T08:55:35Z
17392,com.snapchat.android,2020-06-07T11:52:32Z,18945802,2020-06-08T09:01:54Z
17392,com.snapchat.android,2020-06-07T11:52:32Z,18999741,2020-06-08T09:05:40Z
17392,com.snapchat.android,2020-06-07T11:52:32Z,19150368,2020-06-08T09:11:59Z
17392,com.snapchat.android,2020-06-07T11:52:32Z,19282531,2020-06-08T09:17:00Z
17392,com.snapchat.android,2020-06-07T11:52:32Z,19344406,2020-06-08T09:21:54Z
17392,com.snapchat.android,2020-06-07T11:52:32Z,19385240,2020-06-08T09:25:30Z
17392,com.snapchat.android,2020-06-07T11:52:32Z,19392699,2020-06-08T09:32:52Z
17392,com.snapchat.android,2020-06-07T11:52:32Z,19451745,2020-06-08T09:47:01Z
17392,com.snapchat.android,2020-06-07T11:52:32Z,19483483,2020-06-08T09:47:32Z
